source,campaign,influencer_id,user_id,product,date,orders,revenue
POST_00249,MuscleBlaze_Campaign_X,INF_0043,USER_010805,Pre-Workout,2025-03-26,2,5100
POST_00499,MuscleBlaze_Campaign_B,INF_0080,USER_010806,Pre-Workout,2025-06-11,1,1525
POST_00292,MuscleBlaze_Campaign_C,INF_0052,USER_010807,Mass Gainer,2024-08-23,2,4359
POST_00156,MuscleBlaze_Campaign_B,INF_0027,USER_010808,Mass Gainer,2025-04-17,1,1567
POST_00252,MuscleBlaze_Campaign_Y,INF_0045,USER_010809,BCAA,2025-07-15,1,2384
POST_00322,HKVitals_Campaign_Y,INF_0056,USER_010810,Vitamin D,2025-04-07,2,2903
POST_00480,HKVitals_Campaign_C,INF_0078,USER_010811,Omega-3,2025-04-29,1,1350
POST_00619,HKVitals_Campaign_A,INF_0098,USER_010812,Multivitamin,2025-06-07,1,1628
POST_00499,HKVitals_Campaign_X,INF_0080,USER_010813,Multivitamin,2025-05-30,2,3022
POST_00033,HKVitals_Campaign_B,INF_0007,USER_010814,Vitamin D,2025-07-13,1,1493
POST_00069,HKVitals_Campaign_B,INF_0011,USER_010815,Multivitamin,2025-06-23,2,3505
POST_00526,HKVitals_Campaign_C,INF_0083,USER_010816,Multivitamin,2025-03-29,1,1472
POST_00284,MuscleBlaze_Campaign_C,INF_0050,USER_010817,Mass Gainer,2024-09-23,1,1116
POST_00465,MuscleBlaze_Campaign_Z,INF_0075,USER_010818,Pre-Workout,2025-02-22,2,2823
POST_00400,MuscleBlaze_Campaign_Y,INF_0066,USER_010819,Whey Protein,2025-06-17,1,1340
POST_00229,MuscleBlaze_Campaign_Y,INF_0041,USER_010820,BCAA,2025-07-14,1,1638
POST_00364,HKVitals_Campaign_Z,INF_0062,USER_010821,Omega-3,2024-11-28,1,1183
POST_00027,HKVitals_Campaign_X,INF_0006,USER_010822,Multivitamin,2025-02-16,1,1536
POST_00323,HKVitals_Campaign_Z,INF_0056,USER_010823,Omega-3,2025-05-16,1,1197
POST_00223,HKVitals_Campaign_A,INF_0039,USER_010824,Multivitamin,2025-01-23,1,1859
POST_00385,HKVitals_Campaign_C,INF_0065,USER_010825,Multivitamin,2025-03-19,1,1720
POST_00051,MuscleBlaze_Campaign_B,INF_0009,USER_010826,Pre-Workout,2025-05-08,1,1744
POST_00180,MuscleBlaze_Campaign_A,INF_0031,USER_010827,Whey Protein,2025-07-14,1,1239
POST_00325,MuscleBlaze_Campaign_Z,INF_0056,USER_010828,Mass Gainer,2025-07-16,2,3540
POST_00521,MuscleBlaze_Campaign_A,INF_0083,USER_010829,Pre-Workout,2025-07-22,1,1392
POST_00103,MuscleBlaze_Campaign_C,INF_0018,USER_010830,BCAA,2025-02-11,1,1441
POST_00087,MuscleBlaze_Campaign_Z,INF_0014,USER_010831,Pre-Workout,2025-06-25,2,2129
POST_00255,MuscleBlaze_Campaign_X,INF_0045,USER_010832,Whey Protein,2024-09-24,1,1948
POST_00215,HKVitals_Campaign_Y,INF_0037,USER_010833,Vitamin D,2025-07-22,1,1423
POST_00179,HKVitals_Campaign_Y,INF_0030,USER_010834,Omega-3,2025-05-12,1,1779
POST_00113,HKVitals_Campaign_A,INF_0020,USER_010835,Omega-3,2025-01-07,1,1234
POST_00272,HKVitals_Campaign_X,INF_0048,USER_010836,Vitamin D,2025-04-29,1,1073
POST_00148,HKVitals_Campaign_B,INF_0026,USER_010837,Probiotics,2025-04-19,1,1389
POST_00103,MuscleBlaze_Campaign_X,INF_0018,USER_010838,Mass Gainer,2025-05-31,1,1939
POST_00426,MuscleBlaze_Campaign_C,INF_0069,USER_010839,Pre-Workout,2025-03-17,1,1593
POST_00488,MuscleBlaze_Campaign_Z,INF_0079,USER_010840,Pre-Workout,2025-03-14,2,2562
POST_00375,MuscleBlaze_Campaign_B,INF_0064,USER_010841,Whey Protein,2025-06-06,1,1724
POST_00225,MuscleBlaze_Campaign_C,INF_0040,USER_010842,Mass Gainer,2025-04-10,1,1178
POST_00098,HKVitals_Campaign_Y,INF_0016,USER_010843,Vitamin D,2025-03-18,2,2289
POST_00309,HKVitals_Campaign_B,INF_0054,USER_010844,Vitamin D,2025-07-22,1,1466
POST_00592,HKVitals_Campaign_A,INF_0094,USER_010845,Vitamin D,2025-06-18,1,1169
POST_00149,HKVitals_Campaign_C,INF_0027,USER_010846,Multivitamin,2025-02-14,1,1770
POST_00203,HKVitals_Campaign_Y,INF_0036,USER_010847,Omega-3,2025-03-14,1,1621
POST_00331,HKVitals_Campaign_Z,INF_0057,USER_010848,Multivitamin,2025-05-15,1,1485
POST_00592,MuscleBlaze_Campaign_A,INF_0094,USER_010849,Mass Gainer,2025-06-04,1,1287
POST_00287,HKVitals_Campaign_Z,INF_0051,USER_010850,Vitamin D,2025-06-19,1,1853
POST_00500,HKVitals_Campaign_Z,INF_0081,USER_010851,Probiotics,2025-06-28,1,1651
POST_00375,HKVitals_Campaign_Y,INF_0064,USER_010852,Probiotics,2025-06-21,1,1918
POST_00469,HKVitals_Campaign_Z,INF_0077,USER_010853,Multivitamin,2025-07-12,1,1316
POST_00447,MuscleBlaze_Campaign_B,INF_0073,USER_010854,Whey Protein,2025-05-02,2,3616
POST_00228,MuscleBlaze_Campaign_B,INF_0041,USER_010855,Whey Protein,2025-03-20,1,1720
POST_00156,MuscleBlaze_Campaign_Y,INF_0027,USER_010856,Whey Protein,2025-04-14,1,1376
POST_00544,MuscleBlaze_Campaign_Y,INF_0086,USER_010857,Mass Gainer,2025-06-08,1,1140
POST_00232,MuscleBlaze_Campaign_A,INF_0041,USER_010858,Mass Gainer,2024-12-20,1,1910
POST_00411,MuscleBlaze_Campaign_Z,INF_0067,USER_010859,Pre-Workout,2025-03-30,2,3019
POST_00258,MuscleBlaze_Campaign_B,INF_0046,USER_010860,BCAA,2025-03-29,1,1710
POST_00421,MuscleBlaze_Campaign_Y,INF_0069,USER_010861,Mass Gainer,2024-10-31,1,1790
POST_00164,MuscleBlaze_Campaign_Z,INF_0029,USER_010862,Pre-Workout,2024-11-25,1,1224
POST_00283,MuscleBlaze_Campaign_C,INF_0050,USER_010863,Pre-Workout,2025-06-12,1,1716
POST_00455,MuscleBlaze_Campaign_X,INF_0074,USER_010864,BCAA,2025-05-22,1,1060
POST_00537,MuscleBlaze_Campaign_B,INF_0085,USER_010865,Pre-Workout,2025-03-21,1,2283
POST_00073,MuscleBlaze_Campaign_X,INF_0012,USER_010866,BCAA,2025-07-12,2,3809
POST_00262,MuscleBlaze_Campaign_Y,INF_0046,USER_010867,Whey Protein,2025-02-12,1,1433
POST_00499,HKVitals_Campaign_C,INF_0080,USER_010868,Omega-3,2025-06-13,1,1130
POST_00614,HKVitals_Campaign_A,INF_0098,USER_010869,Vitamin D,2025-06-03,1,1815
POST_00108,HKVitals_Campaign_Z,INF_0018,USER_010870,Vitamin D,2025-07-03,1,1709
POST_00337,HKVitals_Campaign_Z,INF_0058,USER_010871,Probiotics,2025-06-25,1,1276
POST_00104,HKVitals_Campaign_B,INF_0018,USER_010872,Probiotics,2025-06-15,1,1495
POST_00273,HKVitals_Campaign_A,INF_0048,USER_010873,Multivitamin,2025-06-30,2,3587
POST_00580,HKVitals_Campaign_C,INF_0092,USER_010874,Probiotics,2025-06-04,1,1833
POST_00617,HKVitals_Campaign_X,INF_0098,USER_010875,Multivitamin,2025-07-14,1,1764
POST_00121,HKVitals_Campaign_B,INF_0022,USER_010876,Omega-3,2025-01-03,1,1655
POST_00404,HKVitals_Campaign_A,INF_0067,USER_010877,Multivitamin,2025-07-02,1,1759
POST_00536,MuscleBlaze_Campaign_C,INF_0085,USER_010878,Pre-Workout,2025-04-02,1,2365
POST_00186,MuscleBlaze_Campaign_Z,INF_0033,USER_010879,Whey Protein,2025-03-06,1,1346
POST_00353,MuscleBlaze_Campaign_A,INF_0060,USER_010880,BCAA,2025-06-22,2,2548
POST_00270,MuscleBlaze_Campaign_B,INF_0048,USER_010881,Mass Gainer,2025-06-22,1,1744
POST_00411,HKVitals_Campaign_Z,INF_0067,USER_010882,Omega-3,2025-06-13,1,1821
POST_00552,HKVitals_Campaign_C,INF_0088,USER_010883,Omega-3,2025-02-27,1,1325
POST_00416,HKVitals_Campaign_A,INF_0068,USER_010884,Vitamin D,2024-11-18,1,1626
POST_00498,MuscleBlaze_Campaign_Z,INF_0080,USER_010885,Pre-Workout,2025-07-16,2,5365
POST_00195,MuscleBlaze_Campaign_A,INF_0035,USER_010886,BCAA,2025-07-11,1,1534
POST_00078,MuscleBlaze_Campaign_C,INF_0013,USER_010887,Mass Gainer,2025-02-28,1,1690
POST_00270,MuscleBlaze_Campaign_A,INF_0048,USER_010888,Mass Gainer,2025-07-08,1,1530
POST_00395,MuscleBlaze_Campaign_Z,INF_0066,USER_010889,Whey Protein,2024-11-29,1,1713
POST_00085,MuscleBlaze_Campaign_X,INF_0013,USER_010890,BCAA,2025-03-25,2,2897
POST_00159,MuscleBlaze_Campaign_C,INF_0028,USER_010891,BCAA,2025-01-11,1,1252
POST_00232,MuscleBlaze_Campaign_X,INF_0041,USER_010892,Pre-Workout,2025-07-21,1,1244
POST_00022,MuscleBlaze_Campaign_B,INF_0005,USER_010893,Pre-Workout,2025-05-09,1,1423
POST_00191,HKVitals_Campaign_A,INF_0034,USER_010894,Probiotics,2025-07-03,1,1850
POST_00380,HKVitals_Campaign_Z,INF_0064,USER_010895,Vitamin D,2025-07-06,2,3786
POST_00079,HKVitals_Campaign_C,INF_0013,USER_010896,Omega-3,2025-06-11,1,1795
POST_00552,HKVitals_Campaign_B,INF_0088,USER_010897,Omega-3,2025-06-24,1,1876
POST_00108,HKVitals_Campaign_C,INF_0018,USER_010898,Omega-3,2025-06-23,1,1696
POST_00276,MuscleBlaze_Campaign_B,INF_0050,USER_010899,Whey Protein,2025-07-22,1,1444
POST_00176,MuscleBlaze_Campaign_X,INF_0030,USER_010900,Whey Protein,2025-04-22,1,1553
POST_00152,MuscleBlaze_Campaign_C,INF_0027,USER_010901,Whey Protein,2025-03-03,1,1109
POST_00259,MuscleBlaze_Campaign_C,INF_0046,USER_010902,Whey Protein,2025-02-12,1,1492
POST_00406,MuscleBlaze_Campaign_Y,INF_0067,USER_010903,Pre-Workout,2025-05-17,1,1826
POST_00521,HKVitals_Campaign_B,INF_0083,USER_010904,Omega-3,2025-07-16,1,1932
POST_00007,HKVitals_Campaign_X,INF_0002,USER_010905,Multivitamin,2025-06-21,1,1373
POST_00066,MuscleBlaze_Campaign_Y,INF_0011,USER_010906,Mass Gainer,2025-06-28,1,1909
POST_00507,MuscleBlaze_Campaign_A,INF_0081,USER_010907,Whey Protein,2025-05-19,1,1135
POST_00397,MuscleBlaze_Campaign_Z,INF_0066,USER_010908,Pre-Workout,2025-04-17,1,1477
POST_00319,MuscleBlaze_Campaign_Y,INF_0056,USER_010909,Pre-Workout,2024-12-17,2,2999
POST_00206,MuscleBlaze_Campaign_X,INF_0036,USER_010910,Mass Gainer,2025-03-03,1,1633
POST_00097,MuscleBlaze_Campaign_C,INF_0016,USER_010911,Whey Protein,2025-07-15,2,3489
POST_00173,MuscleBlaze_Campaign_X,INF_0030,USER_010912,Whey Protein,2025-06-08,2,3052
POST_00314,MuscleBlaze_Campaign_B,INF_0055,USER_010913,BCAA,2025-07-13,2,3616
POST_00549,MuscleBlaze_Campaign_C,INF_0088,USER_010914,Mass Gainer,2025-04-04,2,2275
POST_00588,MuscleBlaze_Campaign_Y,INF_0094,USER_010915,Pre-Workout,2024-12-12,1,1842
POST_00456,MuscleBlaze_Campaign_X,INF_0074,USER_010916,Whey Protein,2025-07-22,2,3699
POST_00299,MuscleBlaze_Campaign_Y,INF_0053,USER_010917,Mass Gainer,2025-03-12,1,1330
POST_00628,MuscleBlaze_Campaign_B,INF_0099,USER_010918,BCAA,2025-07-22,2,3771
POST_00068,MuscleBlaze_Campaign_A,INF_0011,USER_010919,BCAA,2025-01-20,1,2214
POST_00061,HKVitals_Campaign_C,INF_0010,USER_010920,Probiotics,2025-06-09,1,1869
POST_00533,MuscleBlaze_Campaign_B,INF_0085,USER_010921,BCAA,2025-05-11,2,4458
POST_00560,MuscleBlaze_Campaign_Y,INF_0089,USER_010922,Mass Gainer,2025-07-04,1,1172
POST_00437,MuscleBlaze_Campaign_B,INF_0070,USER_010923,Pre-Workout,2025-06-23,1,1269
POST_00399,MuscleBlaze_Campaign_Z,INF_0066,USER_010924,BCAA,2024-09-25,1,1758
POST_00541,MuscleBlaze_Campaign_B,INF_0086,USER_010925,Whey Protein,2025-03-13,1,1130
POST_00178,MuscleBlaze_Campaign_X,INF_0030,USER_010926,BCAA,2024-10-04,1,1531
POST_00361,HKVitals_Campaign_A,INF_0061,USER_010927,Multivitamin,2024-12-22,1,1666
POST_00183,HKVitals_Campaign_Y,INF_0031,USER_010928,Vitamin D,2025-04-16,1,1090
POST_00191,HKVitals_Campaign_Y,INF_0034,USER_010929,Vitamin D,2025-07-12,1,1233
POST_00628,HKVitals_Campaign_C,INF_0099,USER_010930,Multivitamin,2025-06-17,1,1393
POST_00298,MuscleBlaze_Campaign_Y,INF_0053,USER_010931,Mass Gainer,2025-06-21,1,1976
POST_00412,MuscleBlaze_Campaign_A,INF_0067,USER_010932,Mass Gainer,2025-05-25,1,1730
POST_00318,MuscleBlaze_Campaign_A,INF_0055,USER_010933,BCAA,2025-07-02,1,1978
POST_00195,HKVitals_Campaign_C,INF_0035,USER_010934,Probiotics,2025-07-21,1,1059
POST_00460,HKVitals_Campaign_C,INF_0075,USER_010935,Omega-3,2025-06-02,1,1251
POST_00163,HKVitals_Campaign_Y,INF_0029,USER_010936,Probiotics,2024-11-20,1,1533
POST_00408,MuscleBlaze_Campaign_X,INF_0067,USER_010937,BCAA,2025-06-22,1,1524
POST_00207,MuscleBlaze_Campaign_Y,INF_0036,USER_010938,Whey Protein,2025-04-20,1,1498
POST_00037,MuscleBlaze_Campaign_A,INF_0007,USER_010939,Whey Protein,2025-01-08,1,1084
POST_00070,MuscleBlaze_Campaign_X,INF_0011,USER_010940,BCAA,2024-11-01,1,1837
POST_00516,HKVitals_Campaign_X,INF_0082,USER_010941,Omega-3,2024-11-18,1,1702
POST_00157,HKVitals_Campaign_Y,INF_0027,USER_010942,Vitamin D,2025-07-08,2,2551
POST_00206,HKVitals_Campaign_Z,INF_0036,USER_010943,Multivitamin,2025-05-20,1,1188
POST_00231,HKVitals_Campaign_C,INF_0041,USER_010944,Omega-3,2025-05-21,1,1352
POST_00452,MuscleBlaze_Campaign_Y,INF_0074,USER_010945,Mass Gainer,2025-05-17,1,1309
POST_00326,MuscleBlaze_Campaign_B,INF_0056,USER_010946,Whey Protein,2025-07-16,1,1531
POST_00040,MuscleBlaze_Campaign_X,INF_0008,USER_010947,Mass Gainer,2025-04-06,2,3332
POST_00577,MuscleBlaze_Campaign_X,INF_0092,USER_010948,Whey Protein,2025-03-17,1,1742
POST_00559,MuscleBlaze_Campaign_A,INF_0089,USER_010949,Whey Protein,2025-06-22,1,1792
POST_00290,HKVitals_Campaign_C,INF_0052,USER_010950,Probiotics,2025-06-01,1,1723
POST_00257,MuscleBlaze_Campaign_Z,INF_0045,USER_010951,Pre-Workout,2025-03-31,1,2129
POST_00294,MuscleBlaze_Campaign_Y,INF_0052,USER_010952,Mass Gainer,2025-07-13,2,3218
POST_00022,MuscleBlaze_Campaign_A,INF_0005,USER_010953,Pre-Workout,2025-07-02,1,1180
POST_00555,MuscleBlaze_Campaign_C,INF_0088,USER_010954,Mass Gainer,2025-06-07,2,2325
POST_00416,MuscleBlaze_Campaign_A,INF_0068,USER_010955,Pre-Workout,2024-12-11,2,2929
POST_00398,MuscleBlaze_Campaign_A,INF_0066,USER_010956,Pre-Workout,2025-06-14,1,1343
POST_00543,MuscleBlaze_Campaign_B,INF_0086,USER_010957,Mass Gainer,2024-10-31,1,1691
POST_00373,MuscleBlaze_Campaign_A,INF_0063,USER_010958,Pre-Workout,2025-04-30,1,1738
POST_00315,MuscleBlaze_Campaign_B,INF_0055,USER_010959,Mass Gainer,2025-05-30,1,1919
POST_00205,MuscleBlaze_Campaign_C,INF_0036,USER_010960,Mass Gainer,2025-07-02,1,1851
POST_00530,MuscleBlaze_Campaign_Y,INF_0085,USER_010961,Pre-Workout,2025-07-16,1,1846
POST_00577,MuscleBlaze_Campaign_Y,INF_0092,USER_010962,Mass Gainer,2025-01-04,1,1568
POST_00325,MuscleBlaze_Campaign_B,INF_0056,USER_010963,Mass Gainer,2025-07-14,1,1488
POST_00037,HKVitals_Campaign_X,INF_0007,USER_010964,Multivitamin,2025-04-09,1,1058
POST_00093,HKVitals_Campaign_C,INF_0015,USER_010965,Vitamin D,2025-07-13,2,2742
POST_00219,HKVitals_Campaign_Z,INF_0038,USER_010966,Vitamin D,2024-12-31,1,1377
POST_00458,MuscleBlaze_Campaign_B,INF_0074,USER_010967,Mass Gainer,2024-11-22,1,1141
POST_00156,MuscleBlaze_Campaign_B,INF_0027,USER_010968,Mass Gainer,2025-03-29,1,1529
POST_00576,MuscleBlaze_Campaign_Y,INF_0092,USER_010969,Pre-Workout,2024-12-11,1,1303
POST_00151,MuscleBlaze_Campaign_A,INF_0027,USER_010970,Pre-Workout,2025-07-14,1,1085
POST_00489,MuscleBlaze_Campaign_Z,INF_0079,USER_010971,Mass Gainer,2025-02-15,1,1578
POST_00187,MuscleBlaze_Campaign_C,INF_0033,USER_010972,Pre-Workout,2024-11-14,2,3847
POST_00348,MuscleBlaze_Campaign_Y,INF_0060,USER_010973,Whey Protein,2025-05-08,2,2224
POST_00404,HKVitals_Campaign_C,INF_0067,USER_010974,Multivitamin,2025-07-18,2,3524
POST_00329,HKVitals_Campaign_X,INF_0057,USER_010975,Vitamin D,2024-11-07,1,1904
POST_00507,HKVitals_Campaign_Y,INF_0081,USER_010976,Multivitamin,2025-06-26,1,1581
POST_00259,HKVitals_Campaign_X,INF_0046,USER_010977,Omega-3,2024-09-14,1,1934
POST_00171,HKVitals_Campaign_Z,INF_0030,USER_010978,Multivitamin,2025-07-04,1,1680
POST_00444,MuscleBlaze_Campaign_X,INF_0073,USER_010979,BCAA,2025-07-11,1,2053
POST_00033,MuscleBlaze_Campaign_A,INF_0007,USER_010980,Whey Protein,2025-06-20,1,1067
POST_00482,MuscleBlaze_Campaign_Z,INF_0078,USER_010981,Pre-Workout,2025-01-24,1,1676
POST_00344,MuscleBlaze_Campaign_A,INF_0059,USER_010982,BCAA,2025-06-28,1,1818
POST_00351,MuscleBlaze_Campaign_B,INF_0060,USER_010983,Mass Gainer,2025-07-07,2,3394
POST_00289,MuscleBlaze_Campaign_Z,INF_0052,USER_010984,Pre-Workout,2025-06-07,2,3741
POST_00132,MuscleBlaze_Campaign_X,INF_0025,USER_010985,Whey Protein,2025-04-30,1,1209
POST_00243,HKVitals_Campaign_Z,INF_0042,USER_010986,Multivitamin,2025-05-26,1,1062
POST_00160,HKVitals_Campaign_C,INF_0028,USER_010987,Probiotics,2025-02-04,1,1348
POST_00125,HKVitals_Campaign_C,INF_0022,USER_010988,Multivitamin,2025-03-16,1,1230
POST_00094,MuscleBlaze_Campaign_C,INF_0016,USER_010989,Mass Gainer,2025-07-12,1,1939
POST_00488,MuscleBlaze_Campaign_C,INF_0079,USER_010990,Mass Gainer,2025-04-21,1,1496
POST_00295,HKVitals_Campaign_X,INF_0052,USER_010991,Multivitamin,2024-12-03,1,1507
POST_00203,HKVitals_Campaign_Y,INF_0036,USER_010992,Vitamin D,2025-04-30,1,1538
POST_00078,HKVitals_Campaign_Y,INF_0013,USER_010993,Omega-3,2025-05-19,1,1339
POST_00607,MuscleBlaze_Campaign_A,INF_0097,USER_010994,Pre-Workout,2025-05-05,1,1307
POST_00354,MuscleBlaze_Campaign_C,INF_0060,USER_010995,Mass Gainer,2025-04-23,1,1639
POST_00166,MuscleBlaze_Campaign_C,INF_0029,USER_010996,Whey Protein,2025-07-04,1,1495
POST_00441,MuscleBlaze_Campaign_A,INF_0072,USER_010997,Whey Protein,2025-06-23,1,1859
POST_00091,MuscleBlaze_Campaign_Z,INF_0015,USER_010998,BCAA,2025-05-30,1,1875
POST_00621,MuscleBlaze_Campaign_Z,INF_0099,USER_010999,Whey Protein,2024-11-25,1,1704
POST_00492,MuscleBlaze_Campaign_Z,INF_0079,USER_011000,BCAA,2025-07-07,1,1737
POST_00195,MuscleBlaze_Campaign_A,INF_0035,USER_011001,Mass Gainer,2025-07-17,1,1368
POST_00413,MuscleBlaze_Campaign_A,INF_0067,USER_011002,Pre-Workout,2024-11-23,1,1996
POST_00153,MuscleBlaze_Campaign_C,INF_0027,USER_011003,Pre-Workout,2025-02-06,1,1441
POST_00189,MuscleBlaze_Campaign_Y,INF_0033,USER_011004,Mass Gainer,2025-07-21,1,1402
POST_00203,MuscleBlaze_Campaign_B,INF_0036,USER_011005,Whey Protein,2025-03-08,1,1192
POST_00195,MuscleBlaze_Campaign_Y,INF_0035,USER_011006,Pre-Workout,2025-07-13,1,1903
POST_00062,MuscleBlaze_Campaign_A,INF_0010,USER_011007,Whey Protein,2025-03-23,1,1341
POST_00145,MuscleBlaze_Campaign_Y,INF_0026,USER_011008,Mass Gainer,2024-11-18,1,1495
POST_00014,HKVitals_Campaign_B,INF_0004,USER_011009,Omega-3,2025-05-11,1,1330
POST_00125,HKVitals_Campaign_Z,INF_0022,USER_011010,Omega-3,2025-03-26,1,1357
POST_00485,HKVitals_Campaign_Y,INF_0079,USER_011011,Multivitamin,2025-07-06,1,1383
POST_00335,HKVitals_Campaign_C,INF_0058,USER_011012,Omega-3,2025-01-13,2,3725
POST_00592,HKVitals_Campaign_C,INF_0094,USER_011013,Omega-3,2025-07-08,2,3838
POST_00235,HKVitals_Campaign_B,INF_0041,USER_011014,Omega-3,2025-01-19,1,1274
POST_00020,HKVitals_Campaign_Y,INF_0005,USER_011015,Vitamin D,2025-06-05,1,1136
POST_00084,HKVitals_Campaign_C,INF_0013,USER_011016,Probiotics,2025-05-09,1,1860
POST_00461,HKVitals_Campaign_Z,INF_0075,USER_011017,Probiotics,2025-04-03,1,1762
POST_00061,MuscleBlaze_Campaign_B,INF_0010,USER_011018,Mass Gainer,2025-05-14,1,1344
POST_00150,MuscleBlaze_Campaign_Z,INF_0027,USER_011019,BCAA,2025-01-27,2,2972
POST_00550,MuscleBlaze_Campaign_B,INF_0088,USER_011020,Mass Gainer,2025-06-19,1,1631
POST_00303,HKVitals_Campaign_Y,INF_0053,USER_011021,Omega-3,2025-07-22,1,1504
POST_00012,MuscleBlaze_Campaign_A,INF_0004,USER_011022,Mass Gainer,2025-03-24,1,1817
POST_00477,MuscleBlaze_Campaign_Y,INF_0078,USER_011023,Mass Gainer,2024-12-20,1,1394
POST_00322,MuscleBlaze_Campaign_B,INF_0056,USER_011024,BCAA,2025-06-08,1,1228
POST_00167,MuscleBlaze_Campaign_X,INF_0029,USER_011025,Mass Gainer,2025-06-22,1,1065
POST_00378,MuscleBlaze_Campaign_B,INF_0064,USER_011026,Mass Gainer,2025-04-12,1,1698
POST_00445,MuscleBlaze_Campaign_C,INF_0073,USER_011027,Pre-Workout,2025-07-06,1,2333
POST_00580,MuscleBlaze_Campaign_C,INF_0092,USER_011028,Whey Protein,2025-03-17,2,2201
POST_00070,MuscleBlaze_Campaign_Z,INF_0011,USER_011029,Whey Protein,2025-01-26,1,1862
POST_00423,MuscleBlaze_Campaign_B,INF_0069,USER_011030,BCAA,2025-02-24,1,1493
POST_00427,MuscleBlaze_Campaign_X,INF_0069,USER_011031,Pre-Workout,2025-07-02,1,1543
POST_00119,MuscleBlaze_Campaign_C,INF_0022,USER_011032,BCAA,2025-06-29,1,1101
POST_00054,MuscleBlaze_Campaign_Y,INF_0010,USER_011033,Mass Gainer,2025-04-10,1,1088
POST_00328,MuscleBlaze_Campaign_A,INF_0057,USER_011034,BCAA,2024-11-10,1,1621
POST_00297,MuscleBlaze_Campaign_Y,INF_0052,USER_011035,Pre-Workout,2025-03-23,1,1764
POST_00504,MuscleBlaze_Campaign_Z,INF_0081,USER_011036,Whey Protein,2025-03-30,1,1123
POST_00169,MuscleBlaze_Campaign_C,INF_0029,USER_011037,Pre-Workout,2025-07-08,1,1533
POST_00570,MuscleBlaze_Campaign_B,INF_0091,USER_011038,Pre-Workout,2025-07-18,1,1231
POST_00201,MuscleBlaze_Campaign_A,INF_0035,USER_011039,BCAA,2025-07-22,1,1635
POST_00618,MuscleBlaze_Campaign_A,INF_0098,USER_011040,Pre-Workout,2025-06-29,1,1151
POST_00584,HKVitals_Campaign_B,INF_0094,USER_011041,Vitamin D,2025-07-17,1,1657
POST_00056,MuscleBlaze_Campaign_Z,INF_0010,USER_011042,Mass Gainer,2025-07-10,1,1846
POST_00025,MuscleBlaze_Campaign_Z,INF_0006,USER_011043,BCAA,2025-05-26,1,1797
POST_00398,MuscleBlaze_Campaign_Y,INF_0066,USER_011044,BCAA,2025-07-19,1,1402
POST_00612,MuscleBlaze_Campaign_Y,INF_0098,USER_011045,BCAA,2025-06-04,1,1650
POST_00110,HKVitals_Campaign_Z,INF_0019,USER_011046,Multivitamin,2025-07-01,1,1821
POST_00391,HKVitals_Campaign_C,INF_0065,USER_011047,Omega-3,2025-02-24,1,1381
POST_00434,HKVitals_Campaign_X,INF_0070,USER_011048,Vitamin D,2025-02-08,1,1426
POST_00036,HKVitals_Campaign_Y,INF_0007,USER_011049,Vitamin D,2025-04-18,1,1461
POST_00032,HKVitals_Campaign_C,INF_0007,USER_011050,Probiotics,2024-12-13,1,1151
POST_00594,HKVitals_Campaign_A,INF_0095,USER_011051,Vitamin D,2025-07-11,1,1683
POST_00157,HKVitals_Campaign_X,INF_0027,USER_011052,Omega-3,2025-06-18,1,1660
POST_00443,HKVitals_Campaign_X,INF_0073,USER_011053,Probiotics,2024-11-30,1,1062
POST_00288,HKVitals_Campaign_C,INF_0051,USER_011054,Probiotics,2025-06-15,1,1291
POST_00193,MuscleBlaze_Campaign_X,INF_0035,USER_011055,Pre-Workout,2025-06-05,1,1946
POST_00501,MuscleBlaze_Campaign_Z,INF_0081,USER_011056,Mass Gainer,2025-01-27,1,1718
POST_00613,MuscleBlaze_Campaign_Y,INF_0098,USER_011057,BCAA,2025-07-04,1,1475
POST_00381,MuscleBlaze_Campaign_A,INF_0064,USER_011058,Mass Gainer,2025-06-16,1,1625
POST_00412,MuscleBlaze_Campaign_A,INF_0067,USER_011059,BCAA,2024-12-14,1,1919
POST_00418,MuscleBlaze_Campaign_Z,INF_0068,USER_011060,BCAA,2025-04-02,2,2256
POST_00368,MuscleBlaze_Campaign_X,INF_0062,USER_011061,Pre-Workout,2024-09-16,1,1731
POST_00149,MuscleBlaze_Campaign_Y,INF_0027,USER_011062,BCAA,2025-06-14,1,1799
POST_00211,HKVitals_Campaign_X,INF_0037,USER_011063,Probiotics,2024-11-16,1,1427
POST_00533,MuscleBlaze_Campaign_C,INF_0085,USER_011064,Whey Protein,2025-06-16,1,2506
POST_00343,MuscleBlaze_Campaign_Z,INF_0059,USER_011065,Pre-Workout,2025-07-16,1,1709
POST_00405,MuscleBlaze_Campaign_X,INF_0067,USER_011066,Pre-Workout,2025-04-19,1,1758
POST_00465,MuscleBlaze_Campaign_Y,INF_0075,USER_011067,Mass Gainer,2025-04-29,1,1856
POST_00074,MuscleBlaze_Campaign_Y,INF_0012,USER_011068,BCAA,2025-06-02,1,1416
POST_00099,HKVitals_Campaign_X,INF_0016,USER_011069,Omega-3,2025-04-03,1,1078
POST_00074,HKVitals_Campaign_A,INF_0012,USER_011070,Multivitamin,2025-07-15,1,1906
POST_00011,HKVitals_Campaign_Z,INF_0003,USER_011071,Vitamin D,2025-07-14,1,1387
